Date,AR_PR,AT_PR,AU_PR,AU_OIS1D,BE_PR,BR_PR,BR_OIS1D,CA_PR,CA_OIS1D,CH_PR,CH_OIS1D,CL_PR,CL_OIS1D,CN_PR,CN_OIS1D,CO_PR,CO_OIS1D,DE_PR,EA_PR,EA_OIS1D,ES_PR,FI_PR,FR_PR,GB_PR,GB_OIS1D,GR_PR,HU_PR,HU_OIS1D,ID_PR,ID_OIS1D,IE_PR,IN_PR,IN_OIS1D,IT_PR,JP_PR,JP_OIS1D,KR_PR,MX_PR,MX_OIS1D,MY_PR,MY_OIS1D,NL_PR,NO_PR,NO_OIS1D,NZ_PR,NZ_OIS1D,PE_PR,PH_PR,PH_OIS1D,PL_PR,PL_OIS1D,PT_PR,RO_PR,RO_OIS1D,RU_PR,RU_OIS1D,SA_PR,SE_PR,SE_OIS1D,TH_PR,TH_OIS1D,TR_PR,TR_OIS1D,US_PR,US_OIS1D,ZA_PR,ZA_OIS1D
10-May-2023,91,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,3.691318,1.5,1.480969,11.25,NaN,2,1.04478,13.25,12.465,3.75,3.75,3.297501,3.75,3.75,3.75,4.25,4.430065,3.75,13,NaN,5.75,5.625,3.75,6.5,6.67,3.75,-0.1,NaN,3.5,11.25,12.08022,3,3.01957,3.75,3.25,3.454705,5.25,5.389858,7.75,6.25,NaN,6.75,8.100557,3.75,NaN,6.772679,7.5,NaN,7.75,3.5,3.568039,1.75,1.9963,8.5,NaN,5.08,5.322484,7.75,7.873831
11-May-2023,91,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,3.473815,1.5,1.480969,11.25,NaN,2,1.22397,13.25,12.455,3.75,3.75,3.297501,3.75,3.75,3.75,4.5,4.633877,3.75,13,NaN,5.75,5.625,3.75,6.5,6.68,3.75,-0.1,NaN,3.5,11.25,12.08022,3,3.01957,3.75,3.25,3.55964,5.25,5.389858,7.75,6.25,NaN,6.75,8.295271,3.75,NaN,6.772679,7.5,NaN,7.75,3.5,3.568039,1.75,2.1,8.5,NaN,5.08,5.322484,7.75,7.873831
12-May-2023,91,3.75,3.85,3.893277,3.75,13.75,13.65,4.5,4.033583,1.5,1.480908,11.25,NaN,2,1.371684,13.25,12.44,3.75,3.75,3.32862,3.75,3.75,3.75,4.5,4.596688,3.75,13,NaN,5.75,5.625,3.75,6.5,6.65,3.75,-0.1,NaN,3.5,11.25,12.076229,3,3.019321,3.75,3.25,3.506822,5.25,5.389063,7.75,6.25,NaN,6.75,8.087958,3.75,NaN,6.600069,7.5,NaN,7.75,3.5,3.56769,1.75,2.0138,8.5,NaN,5.08,5.321708,7.75,7.861354
15-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480969,11.25,NaN,2,1.532534,13.25,12.445,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.602496,3.75,13,NaN,5.75,5.625,3.75,6.5,6.67,3.75,-0.1,NaN,3.5,11.25,12.114306,3,3.01957,3.75,3.25,3.55964,5.25,5.389858,7.75,6.25,NaN,6.75,8.360253,3.75,NaN,6.389669,7.5,NaN,7.75,3.5,3.568039,1.75,2.12,8.5,NaN,5.08,5.322484,7.75,7.863047
16-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480969,11.25,NaN,2,1.493951,13.25,12.445,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.602496,3.75,13,NaN,5.75,5.625,3.75,6.5,6.64,3.75,-0.1,NaN,3.5,11.25,12.091581,3,3.01957,3.75,3.25,3.517314,5.25,5.389858,7.75,6.25,NaN,6.75,8.208688,3.75,NaN,6.4517,7.5,NaN,7.75,3.5,3.568039,1.75,2.14,8.5,NaN,5.08,5.322484,7.75,7.863047
17-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480938,11.25,NaN,2,1.558288,13.25,12.44,3.75,3.75,3.297501,3.75,3.75,3.75,4.5,4.602496,3.75,13,NaN,5.75,5.625,3.75,6.5,6.6,3.75,-0.1,NaN,3.5,11.25,12.102943,3,3.01957,3.75,3.25,3.517314,5.25,5.389858,7.75,6.25,NaN,6.75,8.316927,3.75,NaN,6.244172,7.5,NaN,7.75,3.5,3.567865,1.75,2.0254,8.5,NaN,5.08,5.322484,7.75,7.873831
18-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480938,11.25,NaN,2,1.583726,13.25,12.45,3.75,3.75,3.245153,3.75,3.75,3.75,4.5,4.602496,3.75,13,NaN,5.75,5.625,3.75,6.5,6.6,3.75,-0.1,NaN,3.5,11.25,12.08022,3,3.01957,3.75,3.25,3.517314,5.25,5.389858,7.75,6.25,NaN,6.75,8.19787,3.75,NaN,6.260867,7.5,NaN,7.75,3.5,3.567865,1.75,2.16,8.5,NaN,5.08,5.322484,7.75,7.873831
19-May-2023,97,3.75,3.85,3.893277,3.75,13.75,13.65,4.5,3.939812,1.5,1.480908,11.25,NaN,2,1.479645,13.25,12.45,3.75,3.75,3.32862,3.75,3.75,3.75,4.5,4.601916,3.75,13,NaN,5.75,5.625,3.75,6.5,6.57,3.75,-0.1,NaN,3.5,11.25,12.098936,3,3.019321,3.75,3.25,3.61179,5.25,5.389063,7.75,6.25,NaN,6.75,7.882915,3.75,NaN,6.202737,7.5,NaN,7.75,3.5,3.56769,1.75,2.18,8.5,NaN,5.08,5.321708,7.75,7.872134
22-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,3.939812,1.5,1.480969,11.25,NaN,2,1.262697,13.25,12.45,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.53,3.75,-0.1,NaN,3.5,11.25,12.12567,3,3.01957,3.75,3.25,3.55964,5.25,5.389858,7.75,6.25,NaN,6.75,8.446957,3.75,NaN,6.166116,7.5,NaN,7.75,3.5,3.568039,1.75,2.18,8.5,NaN,5.08,5.322484,7.75,7.873831
23-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480969,11.25,NaN,2,1.224198,13.25,12.4135,3.75,3.75,3.323685,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.54,3.75,-0.1,NaN,3.5,11.25,12.193879,3,3.01957,3.75,3.25,3.349876,5.25,5.389858,7.75,6.25,NaN,6.75,7.604539,3.75,NaN,6.281874,7.5,NaN,7.75,3.5,3.568039,1.75,2.2,8.5,NaN,5.08,5.322484,7.75,7.873831
24-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480969,11.25,NaN,2,1.301184,13.25,12.44,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.53,3.75,-0.1,NaN,3.5,11.25,12.216625,3,3.01957,3.75,3.25,3.517653,5.5,5.389858,7.75,6.25,NaN,6.75,7.507757,3.75,NaN,6.463571,7.5,NaN,7.75,3.5,3.568039,1.75,2.18,8.5,NaN,5.08,5.322484,7.75,7.873831
25-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480969,11.25,NaN,2,1.697052,13.25,12.455,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.53,3.75,-0.1,NaN,3.5,11.25,12.12567,3,3.01957,3.75,3.25,3.507159,5.5,5.653624,7.75,6.25,NaN,6.75,7.378851,3.75,NaN,6.486777,7.5,NaN,8.25,3.5,3.568039,1.75,2.21,8.5,NaN,5.08,5.322484,8.25,7.873831
26-May-2023,97,3.75,3.85,3.893277,3.75,13.75,13.65,4.5,4.502627,1.5,1.480878,11.25,NaN,2,1.583804,13.25,12.4525,3.75,3.75,3.32862,3.75,3.75,3.75,4.5,4.596398,3.75,13,NaN,5.75,5.625,3.75,6.5,6.53,3.75,-0.1,NaN,3.5,11.25,12.098936,3,3.019321,3.75,3.25,3.506654,5.5,5.652748,7.75,6.25,NaN,6.75,7.506214,3.75,NaN,6.529337,7.5,NaN,8.25,3.5,3.56769,1.75,2.21,8.5,NaN,5.08,5.32132,8.25,8.412497
29-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480878,11.25,NaN,2,1.314086,13.25,12.4525,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.596398,3.75,13,NaN,5.75,5.625,3.75,6.5,6.53,3.75,-0.1,NaN,3.5,11.25,12.102943,3,3.01957,3.75,3.25,3.506654,5.5,5.653624,7.75,6.25,NaN,6.75,10.969495,3.75,NaN,6.569388,7.5,NaN,8.25,3.5,3.568039,1.75,2.1237,8.5,NaN,5.08,5.32132,8.25,8.414435
30-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.503183,1.5,1.480969,11.25,NaN,2,1.249912,13.25,12.46,3.75,3.75,3.292265,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.53,3.75,-0.1,NaN,3.5,11.25,12.091581,3,3.01957,3.75,3.25,3.517653,5.5,5.653624,7.75,6.25,NaN,6.75,7.712175,3.75,NaN,6.533744,7.5,NaN,8.25,3.5,3.568039,1.75,2.1253,8.5,NaN,5.08,5.322484,8.25,8.414435
31-May-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.221438,1.5,1.480969,11.25,NaN,2,1.919292,13.25,12.46,3.75,3.75,3.349876,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.51,3.75,-0.1,NaN,3.5,11.25,12.102943,3,3.01957,3.75,3.25,3.612147,5.5,5.653624,7.75,6.25,NaN,6.75,9.668098,3.75,NaN,7.171187,7.5,NaN,8.25,3.5,3.568039,2,2.22,8.5,NaN,5.08,5.322484,8.25,8.414435
01-Jun-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.273555,1.5,1.491258,11.25,NaN,2,1.862111,13.25,12.47,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.51,3.75,-0.1,NaN,3.5,11.25,12.284889,3,3.01957,3.75,3.25,3.664681,5.5,5.653624,7.75,6.25,NaN,6.75,7.400324,3.75,NaN,7.171187,7.5,NaN,8.25,3.5,3.568039,2,2.24,8.5,NaN,5.08,5.322484,8.25,8.414435
02-Jun-2023,97,3.75,3.85,3.893277,3.75,13.75,13.65,4.5,4.502627,1.5,1.491197,11.25,NaN,2,1.353706,13.25,12.465,3.75,3.75,3.349569,3.75,3.75,3.75,4.5,4.596688,3.75,13,NaN,5.75,5.625,3.75,6.5,6.51,3.75,-0.1,NaN,3.5,11.25,12.133006,3,3.019196,3.75,3.25,3.454378,5.5,5.652311,7.75,6.25,NaN,6.75,7.28082,3.75,NaN,6.50451,7.5,NaN,8.25,3.5,3.56769,2,2.23,8.5,NaN,5.08,5.321708,8.25,8.412497
05-Jun-2023,97,3.75,3.85,3.893692,3.75,13.75,13.65,4.5,4.273555,1.5,1.491258,11.25,NaN,2,1.237027,13.25,12.46,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.665268,3.75,13,NaN,5.75,5.625,3.75,6.5,6.53,3.75,-0.1,NaN,3.5,11.25,12.000727,3,3.019196,3.75,3.25,3.591141,5.5,5.652311,7.75,6.25,NaN,6.75,8.111365,3.75,NaN,6.50451,7.5,NaN,8.25,3.5,3.567865,2,2.23,8.5,NaN,5.08,5.322484,8.25,8.414435
06-Jun-2023,97,3.75,4.1,3.893692,3.75,13.75,13.65,4.5,4.304839,1.5,1.491258,11.25,NaN,2,1.301184,13.25,12.465,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.52,3.75,-0.1,NaN,3.5,11.25,12.046145,3,3.01957,3.75,3.25,3.622652,5.5,5.653624,7.75,6.25,NaN,6.75,8.436115,3.75,NaN,6.50351,7.5,NaN,8.25,3.5,3.567865,2,2.1706,8.5,NaN,5.08,5.322484,8.25,8.414435
07-Jun-2023,97,3.75,4.1,3.893692,3.75,13.75,13.65,4.75,3.670584,1.5,1.491258,11.25,NaN,2,1.44507,13.25,12.47,3.75,3.75,3.318448,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.54,3.75,-0.1,NaN,3.5,11.25,12.102943,3,3.01957,3.75,3.25,3.622652,5.5,5.653624,7.75,6.25,NaN,6.75,8.218582,3.75,NaN,6.551565,7.5,NaN,8.25,3.5,3.568039,2,2.1685,8.5,NaN,5.08,5.322484,8.25,8.414435
08-Jun-2023,97,3.75,4.1,4.153723,3.75,13.75,13.65,4.75,3.442781,1.5,1.491258,11.25,NaN,2,1.480811,13.25,12.455,3.75,3.75,3.318448,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.59,3.75,-0.1,NaN,3.5,11.25,12.091581,3,3.01957,3.75,3.25,3.622652,5.5,5.653624,7.75,6.25,NaN,6.75,8.218582,3.75,NaN,6.360014,7.5,NaN,8.25,3.5,3.55964,2,2.1668,8.5,NaN,5.08,5.322484,8.25,8.414435
09-Jun-2023,97,3.75,4.1,4.153015,3.75,13.75,13.65,4.75,4.189699,1.5,1.491197,11.25,NaN,2,1.337008,13.25,12.44,3.75,3.75,3.32862,3.75,3.75,3.75,4.5,4.596688,3.75,13,NaN,5.75,5.625,3.75,6.5,6.57,3.75,-0.1,NaN,3.5,11.25,12.064877,3,3.019321,3.75,3.25,3.559293,5.5,5.652748,7.75,6.25,NaN,6.75,8.109564,3.75,NaN,5.63545,7.5,NaN,8.25,3.5,3.56769,2,2.24,8.5,NaN,5.08,5.321708,8.25,8.412497
12-Jun-2023,97,3.75,4.1,4.153015,3.75,13.75,13.65,4.75,3.961238,1.5,1.491258,11.25,NaN,2,1.301201,13.25,12.44,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.607725,3.75,13,NaN,5.75,5.625,3.75,6.5,6.56,3.75,-0.1,NaN,3.5,11.25,12.057502,3,3.01957,3.75,3.25,3.55964,5.5,5.653624,7.75,6.25,NaN,6.75,8.327757,3.75,NaN,6.432817,7.5,NaN,8.25,3.5,3.568039,2,2.26,8.5,NaN,5.08,5.322484,8.25,8.403596
13-Jun-2023,97,3.75,4.1,4.153723,3.75,13.75,13.65,4.75,3.815809,1.5,1.491258,11.25,NaN,1.9,1.790304,13.25,12.425,3.75,3.75,3.292265,3.75,3.75,3.75,4.5,4.607725,3.75,13,NaN,5.75,5.625,3.75,6.5,6.58,3.75,-0.1,NaN,3.5,11.25,12.08022,3,3.01957,3.75,3.25,3.349876,5.5,5.653624,7.75,6.25,NaN,6.75,8.219507,3.75,NaN,6.320668,7.5,NaN,8.25,3.5,3.568039,2,2.26,8.5,NaN,5.08,5.322484,8.25,8.403596
14-Jun-2023,97,3.75,4.1,4.153723,3.75,13.75,13.65,4.75,3.961238,1.5,1.491258,11.25,NaN,1.9,1.365472,13.25,12.425,3.75,3.75,3.328923,3.75,3.75,3.75,4.5,4.597267,3.75,13,NaN,5.75,5.625,3.75,6.5,6.59,3.75,-0.1,NaN,3.5,11.25,12.091581,3,3.01957,3.75,3.25,3.612147,5.5,5.653624,7.75,6.25,NaN,6.75,8.544581,3.75,NaN,6.273255,7.5,NaN,8.25,3.5,3.568039,2,2.29,8.5,NaN,5.08,5.322484,8.25,8.403596
15-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,3.370403,1.5,1.491258,11.25,NaN,1.9,1.594024,13.25,12.435,4,4,3.328923,4,4,4,4.5,4.612955,4,13,NaN,5.75,5.625,4,6.5,6.62,4,-0.1,NaN,3.5,11.25,12.08022,3,3.01957,4,3.25,3.55964,5.5,5.653624,7.75,6.25,NaN,6.75,8.653156,4,NaN,6.250095,7.5,NaN,8.25,3.5,3.568039,2,2.33,8.5,NaN,5.07,5.322484,8.25,8.400697
16-Jun-2023,97,4,4.1,4.153251,4,13.75,13.65,4.75,4.116816,1.5,1.511776,11.25,NaN,1.9,2.068938,13.25,12.435,4,4,3.32862,4,4,4,4.5,4.596688,4,13,NaN,5.75,5.625,4,6.5,6.62,4,-0.1,NaN,3.5,11.25,12.087582,3,3.019321,4,3.25,3.61179,5.5,5.652748,7.75,6.25,NaN,6.75,8.217658,4,NaN,6.443549,7.5,NaN,8.25,3.5,3.56769,2,2.34,8.5,NaN,5.08,5.32132,8.25,8.400697
19-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.586809,1.5,1.511839,11.25,NaN,1.9,2.452774,13.25,12.435,4,4,3.297501,4,4,4,4.5,4.597267,4,13,NaN,5.75,5.625,4,6.5,6.62,4,-0.1,NaN,3.5,11.25,12.12567,3,3.01957,4,3.25,3.612147,5.5,5.653624,7.75,6.25,NaN,6.75,9.964526,4,NaN,6.513227,7.5,NaN,8.25,3.5,3.568039,2,2.34,8.5,NaN,5.08,5.32132,8.25,8.414435
20-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.764735,1.5,1.511839,11.25,NaN,1.9,2.15135,13.25,12.425,4,4,3.297501,4,4,4,4.5,4.618185,4,13,NaN,5.75,5.625,4,6.5,6.62,4,-0.1,NaN,3.5,11.25,12.091581,3,3.01957,4,3.25,3.633157,5.5,5.653624,7.75,6.25,NaN,6.75,8.219507,4,NaN,6.205406,7.5,NaN,8.25,3.5,3.568039,2,2.35,8.5,NaN,5.07,5.322484,8.25,8.414435
21-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.555441,1.5,1.511839,11.25,NaN,1.9,1.882734,13.25,12.42,4,4,3.55964,4,4,4,4.5,4.649572,4,13,NaN,5.75,5.625,4,6.5,6.62,4,-0.1,NaN,3.5,11.25,12.068861,3,3.01957,4,3.25,3.675191,5.5,5.653624,7.75,6.25,NaN,6.75,8.003331,4,NaN,6.392904,7.5,NaN,8.25,3.5,3.568039,2,2.35,8.5,NaN,5.07,5.322484,8.25,8.403596
22-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,3.950844,1.75,1.532425,11.25,NaN,1.9,1.882734,13.25,12.435,4,4,3.55964,4,4,4,5,5.179319,4,13,NaN,5.75,5.625,4,6.5,6.6,4,-0.1,NaN,3.5,11.25,12.057502,3,3.01957,4,3.25,4.033162,5.5,5.653624,7.75,6.25,NaN,6.75,8.111365,4,NaN,6.007491,7.5,NaN,8.25,3.5,3.567516,2,2.35,15,NaN,5.07,5.322484,8.25,8.403596
23-Jun-2023,97,4,4.1,4.153251,4,13.75,13.65,4.75,4.346047,1.75,1.738427,11.25,NaN,1.9,1.882734,13.25,12.4,4,4,3.580288,4,4,4,5,5.12603,4,13,NaN,5.75,5.625,4,6.5,6.59,4,-0.1,NaN,3.5,11.25,12.076229,3,3.019321,4,3.75,3.559293,5.5,5.652748,7.75,6.25,NaN,6.75,7.463246,4,NaN,6.393402,7.5,NaN,8.25,3.5,3.567516,2,2.2073,15,NaN,5.07,5.321708,8.25,8.401663
26-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.513632,1.75,1.759141,11.25,NaN,1.9,0.980865,13.25,12.405,4,4,3.55964,4,4,4,5,5.12675,4,13,NaN,5.75,5.625,4,6.5,6.62,4,-0.1,NaN,3.5,11.25,12.091581,3,3.01957,4,3.75,4.096461,5.5,5.653624,7.75,6.25,NaN,6.75,8.111365,4,NaN,6.055322,7.5,NaN,8.25,3.5,3.578539,2,2.34,15,NaN,5.07,5.322484,8.25,8.403596
27-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.764735,1.75,1.769458,11.25,NaN,1.9,0.814754,13.25,12.41,4,4,3.55964,4,4,4,5,5.12675,4,13,NaN,5.75,5.625,4,6.5,6.62,4,-0.1,NaN,3.5,11.25,12.08022,3,3.019445,4,3.75,4.138682,5.5,5.653624,7.75,6.25,NaN,6.75,8.003331,4,NaN,6.191949,7.5,NaN,8.25,3.5,3.568039,2,2.35,15,NaN,5.07,5.322484,8.25,8.403596
28-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.764735,1.75,1.769458,11.25,NaN,1.9,0.801992,13.25,12.425,4,4,3.55964,4,4,4,5,5.12675,4,13,NaN,5.75,5.625,4,6.5,6.61,4,-0.1,NaN,3.5,11.25,12.091581,3,3.019445,4,3.75,4.508843,5.5,5.653624,7.75,6.25,NaN,6.75,8.544581,4,NaN,6.191949,7.5,NaN,8.25,3.5,3.568039,2,2.2087,15,NaN,5.07,5.322484,8.25,8.403596
29-Jun-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.764735,1.75,1.769458,11.25,NaN,1.9,1.22397,13.25,12.44,4,4,3.55964,4,4,4,5,5.121494,4,13,NaN,5.75,5.625,4,6.5,6.61,4,-0.1,NaN,3.5,11.25,12.08022,3,3.019445,4,3.75,4.455882,5.5,5.653624,7.75,6.25,NaN,6.75,8.327757,4,NaN,6.418252,7.5,NaN,8.25,3.5,3.568039,2,2.2092,15,NaN,5.07,5.322484,8.25,8.403596
30-Jun-2023,97,4,4.1,4.153251,4,13.75,13.65,4.75,4.763803,1.75,1.769373,11.25,NaN,1.9,1.685719,13.25,12.44,4,4,3.559293,4,4,4,5,5.33114,4,13,NaN,5.75,5.625,4,6.5,6.63,4,-0.1,NaN,3.5,11.25,12.087582,3,3.019321,4,3.75,4.614261,5.5,5.652748,7.75,6.25,NaN,6.75,8.651106,4,NaN,6.589807,7.5,NaN,8.25,3.5,3.56769,2,2.36,15,NaN,5.08,5.321708,8.25,8.401663
03-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.763803,1.75,1.769458,11.25,NaN,1.9,1.183016,13.25,12.44,4,4,3.55964,4,4,4,5,5.179319,4,13,NaN,5.75,5.625,4,6.5,6.61,4,-0.1,NaN,3.5,11.25,12.193879,3,3.01957,4,3.75,4.350042,5.5,5.653624,7.75,6.25,NaN,6.75,8.219507,4,NaN,6.541844,7.5,NaN,8.25,3.5,3.568039,2,2.35,15,NaN,5.08,5.322096,8.25,8.403596
04-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.764735,1.75,1.769458,11.25,NaN,1.9,1.147289,13.25,12.44,4,4,3.55964,4,4,4,5,5.179319,4,13,NaN,5.75,5.625,4,6.5,6.59,4,-0.1,NaN,3.5,11.25,12.114306,3,3.01957,4,3.75,4.244308,5.5,5.653624,7.75,6.25,NaN,6.75,9.088537,4,NaN,6.541844,7.5,NaN,8.25,3.5,3.568039,2,2.35,15,NaN,5.08,5.322096,8.25,8.403596
05-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.639109,1.75,1.769458,11.25,NaN,1.9,1.057594,13.25,12.425,4,4,3.55964,4,4,4,5,5.205613,4,13,NaN,5.75,5.625,4,6.5,6.59,4,-0.1,NaN,3.5,11.25,12.114306,3,2.993821,4,3.75,4.307736,5.5,5.653624,7.75,6.25,NaN,6.75,8.436115,4,NaN,6.394522,7.5,NaN,8.25,3.75,3.826652,2,2.35,15,NaN,5.08,5.322484,8.25,8.403596
06-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.283982,1.75,1.769458,11.25,NaN,1.9,1.172678,13.25,12.445,4,4,3.55964,4,4,4,5,5.174061,4,13,NaN,5.75,5.625,4,6.5,6.6,4,-0.1,NaN,3.5,11.25,12.068861,3,3.01957,4,3.75,3.664681,5.5,5.653624,7.75,6.25,NaN,6.75,8.979529,4,NaN,6.661254,7.5,NaN,8.25,3.75,3.824547,2,2.36,15,NaN,5.08,5.322484,8.25,8.403596
07-Jul-2023,97,4,4.1,4.153251,4,13.75,13.65,4.75,4.64898,1.75,1.769373,11.25,NaN,1.9,1.136889,13.25,12.425,4,4,3.559293,4,4,4,5,5.246944,4,13,NaN,5.75,5.625,4,6.5,6.62,4,-0.1,NaN,3.5,11.25,12.053526,3,3.07083,4,3.75,4.138213,5.5,5.652748,7.75,6.25,NaN,6.75,8.217658,4,NaN,6.36753,7.5,NaN,8.25,3.75,3.824146,2,2.36,15,NaN,5.08,5.321708,8.25,8.401663
10-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.06524,1.75,1.769458,11.25,NaN,1.9,1.1447,13.25,12.41,4,4,3.55964,4,4,4,5,5.179319,4,13,NaN,5.75,5.625,4,6.5,6.61,4,-0.1,NaN,3.5,11.25,12.046145,3,3.045326,4,3.75,4.138682,5.5,5.653624,7.75,6.25,NaN,6.75,9.197654,4,NaN,6.424725,7.5,NaN,8.25,3.75,3.824547,2,2.36,15,NaN,5.07,5.322484,8.25,8.403596
11-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,4.75,4.169346,1.75,1.769458,11.25,NaN,1.9,1.17291,13.25,12.425,4,4,3.58064,4,4,4,5,5.174061,4,13,NaN,5.75,5.625,4,6.5,6.59,4,-0.1,NaN,3.5,11.25,12.091581,3,3.01957,4,3.75,4.138682,5.5,5.653624,7.75,6.25,NaN,6.75,9.164907,4,NaN,6.424725,7.5,NaN,8.25,3.75,3.824547,2,2.36,15,NaN,5.08,5.322484,8.25,8.403596
12-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,5,4.764735,1.75,1.769458,11.25,NaN,1.9,1.249857,13.25,12.425,4,4,3.55964,4,4,4,5,5.174061,4,13,NaN,5.75,5.625,4,6.5,6.61,4,-0.1,NaN,3.5,11.25,12.114306,3,3.01957,4,3.75,4.138682,5.5,5.653624,7.75,6.25,NaN,6.75,9.416214,4,NaN,6.424725,7.5,NaN,8.25,3.75,3.824547,2,2.36,15,NaN,5.08,5.322484,8.25,8.403596
13-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,5,4.356998,1.75,1.769458,11.25,NaN,1.9,1.604322,13.25,12.425,4,4,3.55964,4,4,4,5,5.174061,4,13,NaN,5.75,5.625,4,6.5,6.58,4,-0.1,NaN,3.5,11.25,12.148402,3,3.045326,4,3.75,4.033162,5.5,5.653624,7.75,6.25,NaN,6.75,8.870629,4,NaN,6.088656,7.5,NaN,8.25,3.75,3.824547,2,2.35,15,NaN,5.08,5.322484,8.25,8.392759
14-Jul-2023,97,4,4.1,4.153251,4,13.75,13.65,5,4.481737,1.75,1.769373,11.25,NaN,1.9,1.48093,13.25,12.42,4,4,3.559293,4,4,4,5,5.194356,4,13,NaN,5.75,5.625,4,6.5,6.58,4,-0.1,NaN,3.5,11.25,12.098936,3,3.07083,4,3.75,4.096001,5.5,5.653624,7.75,6.25,NaN,6.75,8.542583,4,NaN,6.336275,7.5,NaN,8.25,3.75,3.824146,2,2.35,15,NaN,5.08,5.321708,8.25,8.390831
17-Jul-2023,97,4,4.1,4.153723,4,13.75,13.65,5,5.02694,1.75,1.769458,11.25,NaN,1.9,1.326888,13.25,12.425,4,4,3.55964,4,4,4,5,5.179319,4,13,NaN,5.75,5.625,4,6.5,6.57,4,-0.1,NaN,3.5,11.25,12.091581,3,3.071089,4,3.75,4.085908,5.5,5.653624,7.75,6.25,NaN,6.75,8.544581,4,NaN,6.13491,7.5,NaN,8.25,3.75,3.824547,2,2.35,15,NaN,5.08,5.322484,8.25,8.392759
